BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

27420	4183	27420	25,7	27420	0	27420	1	27420	5329,9
27430	4184	27430	46,4	27430	0	27430	1	27430	5329,9
27440	4185	27440	45	27440	0	27440	1	27440	5329,9
27450	4186	27450	42,4	27450	0	27450	1	27450	5329,9
27460	4187	27460	43,5	27460	0	27460	1	27460	5329,9
27470	4188	27470	43,9	27470	0	27470	1	27470	5329,9
27480	4189	27480	39,7	27480	0	27480	1	27480	5329,9
27490	4190	27490	45,5	27490	0	27490	1	27490	5329,9
27500	4191	27500	42,8	27500	0	27500	1	27500	5329,9
27510	4192	27510	45,6	27510	0	27510	1	27510	5329,9
27520	4193	27520	48,2	27520	0	27520	1	27520	5329,9
27530	4194	27530	40,5	27530	0	27530	1	27530	5329,9
27540	4195	27540	24,3	27540	0	27540	1	27540	5329,9
27550	4196	27550	38,1	27550	0	27550	1	27550	5329,9
27560	4197	27560	42,8	27560	0	27560	1	27560	5329,9
27570	4198	27570	46,8	27570	0	27570	1	27570	5329,9
27580	4199	27580	35,9	27580	0	27580	1	27580	5329,9
27590	4200	27590	41,6	27590	0	27590	3	27590	5329,9
27600	4201	27600	75,1	27600	0	27600	1	27600	5329,9
27610	4202	27610	46,9	27610	0	27610	1	27610	5329,9
27620	4203	27620	45,8	27620	0	27620	1	27620	5329,9
27630	4204	27630	37,4	27630	0	27630	1	27630	5329,9
27640	4205	27640	36,2	27640	0	27640	1	27640	5329,9
27650	4206	27650	28,8	27650	0	27650	1	27650	5329,9
27660	4207	27660	23,7	27660	0	27660	1	27660	5329,9
27670	4208	27670	21,7	27670	0	27670	1	27670	5329,9
27680	4209	27680	21,2	27680	0	27680	1	27680	5329,9
27690	4210	27690	23	27690	0	27690	1	27690	5329,9
27700	4211	27700	23,1	27700	0	27700	1	27700	5329,9
27710	4212	27710	43,8	27710	0	27710	1	27710	5329,9
27720	4213	27720	29	27720	0	27720	1	27720	5329,9
27730	4214	27730	21,2	27730	0	27730	1	27730	5329,9
27740	4215	27740	21,4	27740	0	27740	1	27740	5329,9
27750	4216	27750	27,1	27750	0	27750	1	27750	5329,9
27760	4217	27760	46,5	27760	0	27760	1	27760	5329,9
27770	4218	27770	32,8	27770	0	27770	1	27770	5329,9
27780	4219	27780	62,6	27780	0	27780	1	27780	5329,9
27790	4220	27790	22,9	27790	0	27790	1	27790	5329,9
27800	4221	27800	22,2	27800	0	27800	1	27800	5329,9
27810	4222	27810	24,8	27810	0	27810	1	27810	5329,9
27820	4223	27820	27,7	27820	0	27820	1	27820	5329,9
27830	4224	27830	25,6	27830	0	27830	1	27830	5329,9
27840	4225	27840	21,9	27840	0	27840	1	27840	5329,9
27850	4226	27850	23,1	27850	0	27850	1	27850	5329,9
27860	4227	27860	23,3	27860	0	27860	1	27860	5329,9
27870	4228	27870	22,6	27870	0	27870	1	27870	5329,9
27880	4229	27880	24	27880	0	27880	1	27880	5329,9
27890	4230	27890	21,9	27890	0	27890	1	27890	5329,9
27900	4231	27900	22,1	27900	0	27900	1	27900	5329,9
27910	4232	27910	41	27910	0	27910	1	27910	5329,9
27920	4233	27920	33,3	27920	0	27920	1	27920	5329,9
27930	4234	27930	36,5	27930	0	27930	1	27930	5329,9
27940	4235	27940	34,9	27940	0	27940	1	27940	5329,9
27950	4236	27950	38,7	27950	0	27950	1	27950	5329,9
27960	4237	27960	37,6	27960	0	27960	1	27960	5329,9
27970	4238	27970	28,7	27970	0	27970	1	27970	5329,9
27980	4239	27980	28,3	27980	0	27980	1	27980	5329,9
27990	4240	27990	23,5	27990	0	27990	1	27990	5329,9
28000	4241	28000	27,7	28000	0	28000	1	28000	5329,9
28010	4242	28010	28,5	28010	0	28010	1	28010	5329,9
28020	4243	28020	42,7	28020	0	28020	1	28020	5329,9
28030	4244	28030	38,2	28030	0	28030	1	28030	5329,9
28040	4245	28040	50,1	28040	0	28040	1	28040	5329,9
28050	4246	28050	46	28050	0	28050	1	28050	5329,9
28060	4247	28060	48,9	28060	0	28060	1	28060	5329,9
28070	4248	28070	46,8	28070	0	28070	1	28070	5329,9
28080	4249	28080	41,8	28080	0	28080	1	28080	5329,9
28090	4250	28090	46	28090	0	28090	1	28090	5329,9
28100	4251	28100	43,7	28100	0	28100	1	28100	5329,9
28110	4252	28110	46,5	28110	0	28110	1	28110	5329,9
28120	4253	28120	47,1	28120	0	28120	1	28120	5329,9
28130	4254	28130	44,5	28130	0	28130	1	28130	5329,9
28140	4255	28140	47,3	28140	0	28140	1	28140	5329,9
28150	4256	28150	48,7	28150	0	28150	1	28150	5329,9
28160	4257	28160	48,8	28160	0	28160	1	28160	5329,9
28170	4258	28170	47,7	28170	0	28170	1	28170	5329,9
28180	4259	28180	46	28180	0	28180	1	28180	5329,9
28190	4260	28190	55,4	28190	0	28190	1	28190	5329,9
28200	4261	28200	58,6	28200	0	28200	1	28200	5329,9
28210	4262	28210	43,3	28210	0	28210	1	28210	5329,9
28220	4263	28220	45,3	28220	0	28220	1	28220	5329,9
28230	4264	28230	48,6	28230	0	28230	1	28230	5329,9
28240	4265	28240	42,7	28240	0	28240	1	28240	5329,9
28250	4266	28250	47	28250	0	28250	1	28250	5329,9
28260	4267	28260	41,8	28260	0	28260	1	28260	5329,9
28270	4268	28270	43,8	28270	0	28270	1	28270	5329,9
28280	4269	28280	45,9	28280	0	28280	1	28280	5329,9
28290	4270	28290	41,5	28290	0	28290	1	28290	5329,9
28300	4271	28300	41,3	28300	0	28300	1	28300	5329,9
28310	4272	28310	42,4	28310	0	28310	1	28310	5329,9
28320	4273	28320	34,5	28320	0	28320	1	28320	5329,9
28330	4274	28330	53,2	28330	0	28330	1	28330	5329,9
28340	4275	28340	43,5	28340	0	28340	1	28340	5329,9
28350	4276	28350	44,9	28350	0	28350	1	28350	5329,9
28360	4277	28360	43,3	28360	0	28360	1	28360	5329,9
28370	4278	28370	43,1	28370	0	28370	1	28370	5329,9
28380	4279	28380	40,1	28380	0	28380	1	28380	5329,9
28390	4280	28390	50,5	28390	0	28390	1	28390	5329,9
28400	4281	28400	54,5	28400	0	28400	1	28400	5329,9
28410	4282	28410	40	28410	0	28410	1	28410	5329,9
28420	4283	28420	24,3	28420	0	28420	1	28420	5329,9
28430	4284	28430	52,2	28430	0	28430	1	28430	5329,9
28440	4285	28440	20,6	28440	0	28440	1	28440	5329,9
28450	4286	28450	41,5	28450	0	28450	1	28450	5329,9
28460	4287	28460	49,4	28460	0	28460	1	28460	5329,9
28470	4288	28470	42,9	28470	0	28470	1	28470	5329,9
28480	4289	28480	47,2	28480	0	28480	1	28480	5329,9
28490	4290	28490	49,2	28490	0	28490	1	28490	5329,9
28500	4291	28500	42,4	28500	0	28500	1	28500	5329,9
28510	4292	28510	44,3	28510	0	28510	1	28510	5329,9
28520	4293	28520	49,9	28520	0	28520	1	28520	5329,9
28530	4294	28530	45,8	28530	0	28530	1	28530	5329,9
28540	4295	28540	46,1	28540	0	28540	1	28540	5329,9
28550	4296	28550	48,8	28550	0	28550	1	28550	5329,9
28560	4297	28560	47,1	28560	0	28560	1	28560	5329,9
28570	4298	28570	50,1	28570	0	28570	1	28570	5329,9
28580	4299	28580	45,4	28580	0	28580	1	28580	5329,9
28590	4300	28590	37,5	28590	0	28590	3	28590	5329,9
28600	4301	28600	35,7	28600	0	28600	1	28600	5329,9
28610	4302	28610	29,3	28610	0	28610	1	28610	5329,9
28620	4303	28620	42,7	28620	0	28620	1	28620	5329,9
28630	4304	28630	49,3	28630	0	28630	1	28630	5329,9
28640	4305	28640	27,5	28640	0	28640	1	28640	5329,9
28650	4306	28650	40,4	28650	0	28650	1	28650	5329,9
28660	4307	28660	26,2	28660	0	28660	1	28660	5329,9
28670	4308	28670	47,1	28670	0	28670	1	28670	5329,9
28680	4309	28680	33,3	28680	0	28680	1	28680	5329,9
28690	4310	28690	47,3	28690	0	28690	1	28690	5329,9
28700	4311	28700	48,5	28700	0	28700	1	28700	5329,9
28710	4312	28710	54,2	28710	0	28710	1	28710	5329,9
28720	4313	28720	53,2	28720	0	28720	1	28720	5329,9
28730	4314	28730	50	28730	0	28730	1	28730	5329,9
28740	4315	28740	52,9	28740	0	28740	1	28740	5329,9
28750	4316	28750	53,1	28750	0	28750	1	28750	5329,9
28760	4317	28760	52,6	28760	0	28760	1	28760	5329,9
28770	4318	28770	56,9	28770	0	28770	1	28770	5329,9
28780	4319	28780	52,7	28780	0	28780	1	28780	5329,9
28790	4320	28790	30,8	28790	0	28790	1	28790	5329,9
28800	4321	28800	50,1	28800	0	28800	1	28800	5329,9
28810	4322	28810	29,1	28810	0	28810	1	28810	5329,9
28820	4323	28820	27,3	28820	0	28820	1	28820	5329,9
28830	4324	28830	27,8	28830	0	28830	1	28830	5329,9
28840	4325	28840	35,4	28840	0	28840	1	28840	5329,9
28850	4326	28850	42	28850	0	28850	1	28850	5329,9
28860	4327	28860	28,4	28860	0	28860	1	28860	5329,9
28870	4328	28870	29,4	28870	0	28870	1	28870	5329,9
28880	4329	28880	35,4	28880	0	28880	1	28880	5329,9
28890	4330	28890	41,6	28890	0	28890	1	28890	5329,9
28900	4331	28900	46,4	28900	0	28900	1	28900	5329,9
28910	4332	28910	48	28910	0	28910	1	28910	5329,9
28920	4333	28920	37,9	28920	0	28920	1	28920	5329,9
28930	4334	28930	27,8	28930	0	28930	1	28930	5329,9
28940	4335	28940	26,4	28940	0	28940	1	28940	5329,9
28950	4336	28950	31,9	28950	0	28950	1	28950	5329,9
28960	4337	28960	53,9	28960	0	28960	1	28960	5329,9
28970	4338	28970	43,9	28970	0	28970	1	28970	5329,9
28980	4339	28980	51,6	28980	0	28980	1	28980	5329,9
28990	4340	28990	42,6	28990	0	28990	1	28990	5329,9
29000	4341	29000	41,7	29000	0	29000	1	29000	5329,9
29010	4342	29010	21,6	29010	0	29010	1	29010	5329,9
29020	4343	29020	38,7	29020	0	29020	1	29020	5329,9
29030	4344	29030	52,6	29030	0	29030	1	29030	5329,9
29040	4345	29040	38,3	29040	0	29040	1	29040	5329,9
29050	4346	29050	28,2	29050	0	29050	1	29050	5329,9
29060	4347	29060	48,6	29060	0	29060	1	29060	5329,9
29070	4348	29070	45	29070	0	29070	1	29070	5329,9
29080	4349	29080	27	29080	0	29080	1	29080	5329,9
29090	4350	29090	24,8	29090	0	29090	1	29090	5329,9
29100	4351	29100	28,3	29100	0	29100	1	29100	5329,9
29110	4352	29110	36,8	29110	0	29110	1	29110	5329,9
29120	4353	29120	39,3	29120	0	29120	1	29120	5329,9
29130	4354	29130	26,1	29130	0	29130	1	29130	5329,9
29140	4355	29140	29,9	29140	0	29140	1	29140	5329,9
29150	4356	29150	23,9	29150	0	29150	1	29150	5329,9
29160	4357	29160	47,2	29160	0	29160	1	29160	5329,9
29170	4358	29170	36,1	29170	0	29170	1	29170	5329,9
29180	4359	29180	43,9	29180	0	29180	1	29180	5329,9
29190	4360	29190	62,7	29190	0	29190	1	29190	5329,9
29200	4361	29200	45,9	29200	0	29200	1	29200	5329,9
29210	4362	29210	43,8	29210	0	29210	1	29210	5329,9
29220	4363	29220	35,4	29220	0	29220	1	29220	5329,9
29230	4364	29230	56,1	29230	0	29230	1	29230	5329,9
29240	4365	29240	47	29240	0	29240	1	29240	5329,9
29250	4366	29250	49,9	29250	0	29250	1	29250	5329,9
29260	4367	29260	27,6	29260	0	29260	1	29260	5329,9
29270	4368	29270	47,4	29270	0	29270	1	29270	5329,9
29280	4369	29280	31,7	29280	0	29280	1	29280	5329,9
29290	4370	29290	47,6	29290	0	29290	1	29290	5329,9
29300	4371	29300	31,8	29300	0	29300	1	29300	5329,9
29310	4372	29310	46,3	29310	0	29310	1	29310	5329,9
29320	4373	29320	49,5	29320	0	29320	1	29320	5329,9
29330	4374	29330	31,5	29330	0	29330	1	29330	5329,9
29340	4375	29340	54,2	29340	0	29340	1	29340	5329,9
29350	4376	29350	50	29350	0	29350	1	29350	5329,9
29360	4377	29360	50,3	29360	0	29360	1	29360	5329,9
29370	4378	29370	33,6	29370	0	29370	1	29370	5329,9
29380	4379	29380	26,2	29380	0	29380	1	29380	5329,9
29390	4380	29390	33,7	29390	0	29390	1	29390	5329,9
29400	4381	29400	46,3	29400	0	29400	1	29400	5329,9
29410	4382	29410	40,4	29410	0	29410	1	29410	5329,9
29420	4383	29420	30,7	29420	0	29420	1	29420	5329,9
29430	4384	29430	47,5	29430	0	29430	1	29430	5329,9
29440	4385	29440	30	29440	0	29440	1	29440	5329,9
29450	4386	29450	46,2	29450	0	29450	1	29450	5329,9
29460	4387	29460	25,3	29460	0	29460	1	29460	5329,9
29470	4388	29470	27	29470	0	29470	1	29470	5329,9
29480	4389	29480	45,7	29480	0	29480	1	29480	5329,9
29490	4390	29490	28	29490	0	29490	1	29490	5329,9
29500	4391	29500	29,5	29500	0	29500	1	29500	5329,9
29510	4392	29510	26,5	29510	0	29510	1	29510	5329,9
29520	4393	29520	25	29520	0	29520	1	29520	5329,9
29530	4394	29530	45,6	29530	0	29530	1	29530	5329,9
29540	4395	29540	40,3	29540	0	29540	1	29540	5329,9
29550	4396	29550	39,2	29550	0	29550	1	29550	5329,9
29560	4397	29560	22,6	29560	0	29560	1	29560	5329,9
29570	4398	29570	22,2	29570	0	29570	1	29570	5329,9
29580	4399	29580	42,1	29580	0	29580	1	29580	5329,9
29590	4400	29590	35,4	29590	0	29590	3	29590	5329,9
29600	4401	29600	60,3	29600	0	29600	1	29600	5329,9
29610	4402	29610	44,4	29610	0	29610	1	29610	5329,9
29620	4403	29620	37,1	29620	0	29620	1	29620	5329,9
29630	4404	29630	46,7	29630	0	29630	1	29630	5329,9
29640	4405	29640	31,8	29640	0	29640	1	29640	5329,9
29650	4406	29650	26,4	29650	0	29650	1	29650	5329,9
29660	4407	29660	46,1	29660	0	29660	1	29660	5329,9
29670	4408	29670	64,2	29670	0	29670	1	29670	5329,9
29680	4409	29680	42,2	29680	0	29680	1	29680	5329,9
29690	4410	29690	42,3	29690	0	29690	1	29690	5329,9
29700	4411	29700	49,8	29700	0	29700	1	29700	5329,9
29710	4412	29710	41,3	29710	0	29710	1	29710	5329,9
29720	4413	29720	49,5	29720	0	29720	1	29720	5329,9
29730	4414	29730	44,3	29730	0	29730	1	29730	5329,9
29740	4415	29740	46	29740	0	29740	1	29740	5329,9
29750	4416	29750	58,8	29750	0	29750	1	29750	5329,9
29760	4417	29760	41,8	29760	0	29760	1	29760	5329,9
29770	4418	29770	49,3	29770	0	29770	1	29770	5329,9
29780	4419	29780	40,4	29780	0	29780	1	29780	5329,9
29790	4420	29790	43,8	29790	0	29790	1	29790	5329,9
29800	4421	29800	41,6	29800	0	29800	1	29800	5329,9
29810	4422	29810	44,6	29810	0	29810	1	29810	5329,9
29820	4423	29820	48,7	29820	0	29820	1	29820	5329,9
29830	4424	29830	46,7	29830	0	29830	1	29830	5329,9
29840	4425	29840	54,1	29840	0	29840	1	29840	5329,9
29850	4426	29850	44	29850	0	29850	1	29850	5329,9
29860	4427	29860	43,2	29860	0	29860	1	29860	5329,9
29870	4428	29870	43,6	29870	0	29870	1	29870	5329,9
29880	4429	29880	36,6	29880	0	29880	1	29880	5329,9
29890	4430	29890	35,5	29890	0	29890	1	29890	5329,9
29900	4431	29900	37,4	29900	0	29900	1	29900	5329,9
29910	4432	29910	42,1	29910	0	29910	1	29910	5329,9
29920	4433	29920	41,4	29920	0	29920	1	29920	5329,9
29930	4434	29930	42,3	29930	0	29930	1	29930	5329,9
29940	4435	29940	24,4	29940	0	29940	1	29940	5329,9
29950	4436	29950	35,9	29950	0	29950	1	29950	5329,9
29960	4437	29960	25,1	29960	0	29960	1	29960	5329,9
29970	4438	29970	43	29970	0	29970	1	29970	5329,9
29980	4439	29980	24,6	29980	0	29980	1	29980	5329,9
29990	4440	29990	38,8	29990	0	29990	1	29990	5329,9
30000	4441	30000	43,5	30000	0	30000	1	30000	5329,9
30010	4442	30010	47,9	30010	0	30010	1	30010	5329,9
30020	4443	30020	44,9	30020	0	30020	1	30020	5329,9
30030	4444	30030	45,1	30030	0	30030	1	30030	5329,9
30040	4445	30040	38,4	30040	0	30040	1	30040	5329,9
30050	4446	30050	42,5	30050	0	30050	1	30050	5329,9
30060	4447	30060	43,8	30060	0	30060	1	30060	5329,9
30070	4448	30070	40,8	30070	0	30070	1	30070	5329,9
30080	4449	30080	40,2	30080	0	30080	1	30080	5329,9
30090	4450	30090	43,8	30090	0	30090	1	30090	5329,9
30100	4451	30100	27,2	30100	0	30100	1	30100	5329,9
30110	4452	30110	30,2	30110	0	30110	1	30110	5329,9
30120	4453	30120	26,2	30120	0	30120	1	30120	5329,9
30130	4454	30130	27,2	30130	0	30130	1	30130	5329,9
30140	4455	30140	47,4	30140	0	30140	1	30140	5329,9
30150	4456	30150	33,8	30150	0	30150	1	30150	5329,9
30160	4457	30160	49,8	30160	0	30160	1	30160	5329,9
30170	4458	30170	41,7	30170	0	30170	1	30170	5329,9
30180	4459	30180	37,9	30180	0	30180	1	30180	5329,9
30190	4460	30190	51,8	30190	0	30190	1	30190	5329,9
30200	4461	30200	49,4	30200	0	30200	1	30200	5329,9
30210	4462	30210	48,7	30210	0	30210	1	30210	5329,9
30220	4463	30220	43,9	30220	0	30220	1	30220	5329,9
30230	4464	30230	46,8	30230	0	30230	1	30230	5329,9
30240	4465	30240	43,3	30240	0	30240	1	30240	5329,9
30250	4466	30250	43,8	30250	0	30250	1	30250	5329,9
30260	4467	30260	41	30260	0	30260	1	30260	5329,9
30270	4468	30270	40,4	30270	0	30270	1	30270	5329,9
30280	4469	30280	43	30280	0	30280	1	30280	5329,9
30290	4470	30290	41,7	30290	0	30290	1	30290	5329,9
30300	4471	30300	30,9	30300	0	30300	1	30300	5329,9
30310	4472	30310	24,4	30310	0	30310	1	30310	5329,9
30320	4473	30320	40,4	30320	0	30320	1	30320	5329,9
30330	4474	30330	40,8	30330	0	30330	1	30330	5329,9
30340	4475	30340	53,6	30340	0	30340	1	30340	5329,9
30350	4476	30350	40,6	30350	0	30350	1	30350	5329,9
30360	4477	30360	45,5	30360	0	30360	1	30360	5329,9
30370	4478	30370	44,1	30370	0	30370	1	30370	5329,9
30380	4479	30380	47,1	30380	0	30380	1	30380	5329,9
30390	4480	30390	40,4	30390	0	30390	1	30390	5329,9
30400	4481	30400	45,6	30400	0	30400	1	30400	5329,9
30410	4482	30410	46,8	30410	0	30410	1	30410	5329,9
30420	4483	30420	52,3	30420	0	30420	1	30420	5329,9
30430	4484	30430	51,4	30430	0	30430	1	30430	5329,9
30440	4485	30440	42,6	30440	0	30440	1	30440	5329,9
30450	4486	30450	44	30450	0	30450	1	30450	5329,9
30460	4487	30460	45,1	30460	0	30460	1	30460	5329,9
30470	4488	30470	43,5	30470	0	30470	1	30470	5329,9
30480	4489	30480	43,7	30480	0	30480	1	30480	5329,9
30490	4490	30490	43,4	30490	0	30490	1	30490	5329,9
30500	4491	30500	40,5	30500	0	30500	1	30500	5329,9
30510	4492	30510	49,5	30510	0	30510	1	30510	5329,9
30520	4493	30520	46,2	30520	0	30520	1	30520	5329,9
30530	4494	30530	43,9	30530	0	30530	1	30530	5329,9
30540	4495	30540	43,1	30540	0	30540	1	30540	5329,9
30550	4496	30550	45,9	30550	0	30550	1	30550	5329,9
30560	4497	30560	43,4	30560	0	30560	1	30560	5329,9
30570	4498	30570	40,4	30570	0	30570	1	30570	5329,9
30580	4499	30580	41,9	30580	0	30580	1	30580	5329,9
30590	4500	30590	44,7	30590	0	30590	3	30590	5329,9
30600	4501	30600	65,5	30600	0	30600	1	30600	5329,9
30610	4502	30610	42,2	30610	0	30610	1	30610	5329,9
30620	4503	30620	34,5	30620	0	30620	1	30620	5329,9
30630	4504	30630	47,3	30630	0	30630	1	30630	5329,9
30640	4505	30640	41,6	30640	0	30640	1	30640	5329,9
30650	4506	30650	45,9	30650	0	30650	1	30650	5329,9
30660	4507	30660	49,2	30660	0	30660	1	30660	5329,9
30670	4508	30670	46,9	30670	0	30670	1	30670	5329,9
30680	4509	30680	51,6	30680	0	30680	1	30680	5329,9
30690	4510	30690	50,3	30690	0	30690	1	30690	5329,9
30700	4511	30700	49,5	30700	0	30700	1	30700	5329,9
30710	4512	30710	28	30710	0	30710	1	30710	5329,9
30720	4513	30720	47,1	30720	0	30720	1	30720	5329,9
30730	4514	30730	43,3	30730	0	30730	1	30730	5329,9
30740	4515	30740	45,1	30740	0	30740	1	30740	5329,9
30750	4516	30750	41,2	30750	0	30750	1	30750	5329,9
30760	4517	30760	44,5	30760	0	30760	1	30760	5329,9
30770	4518	30770	42,2	30770	0	30770	1	30770	5329,9
30780	4519	30780	41,4	30780	0	30780	1	30780	5329,9
30790	4520	30790	42,1	30790	0	30790	1	30790	5329,9
30800	4521	30800	43,9	30800	0	30800	1	30800	5329,9
30810	4522	30810	44,6	30810	0	30810	1	30810	5329,9
30820	4523	30820	38,4	30820	0	30820	1	30820	5329,9
30830	4524	30830	42,3	30830	0	30830	1	30830	5329,9
30840	4525	30840	45,5	30840	0	30840	1	30840	5329,9
30850	4526	30850	42,7	30850	0	30850	1	30850	5329,9
30860	4527	30860	43	30860	0	30860	1	30860	5329,9
30870	4528	30870	40,5	30870	0	30870	1	30870	5329,9
30880	4529	30880	40,4	30880	0	30880	1	30880	5329,9
30890	4530	30890	42,6	30890	0	30890	1	30890	5329,9
30900	4531	30900	49,3	30900	0	30900	1	30900	5329,9
30910	4532	30910	40,6	30910	0	30910	1	30910	5329,9
30920	4533	30920	46,8	30920	0	30920	1	30920	5329,9
30930	4534	30930	44,6	30930	0	30930	1	30930	5329,9
30940	4535	30940	44,4	30940	0	30940	1	30940	5329,9
30950	4536	30950	48,4	30950	0	30950	1	30950	5329,9
30960	4537	30960	43,6	30960	0	30960	1	30960	5329,9
30970	4538	30970	45,1	30970	0	30970	1	30970	5329,9
30980	4539	30980	46	30980	0	30980	1	30980	5329,9
30990	4540	30990	27,1	30990	0	30990	1	30990	5329,9
31000	4541	31000	28,2	31000	0	31000	1	31000	5329,9
31010	4542	31010	44,6	31010	0	31010	1	31010	5329,9
31020	4543	31020	33,8	31020	0	31020	1	31020	5329,9
31030	4544	31030	50,7	31030	0	31030	1	31030	5329,9
31040	4545	31040	53,4	31040	0	31040	1	31040	5329,9
31050	4546	31050	45,6	31050	0	31050	1	31050	5329,9
31060	4547	31060	50,1	31060	0	31060	1	31060	5329,9
31070	4548	31070	43,1	31070	0	31070	1	31070	5329,9
31080	4549	31080	43,6	31080	0	31080	1	31080	5329,9
31090	4550	31090	47,7	31090	0	31090	1	31090	5329,9
31100	4551	31100	45,3	31100	0	31100	1	31100	5329,9
31110	4552	31110	43,9	31110	0	31110	1	31110	5329,9
31120	4553	31120	48,5	31120	0	31120	1	31120	5329,9
31130	4554	31130	44	31130	0	31130	1	31130	5329,9
31140	4555	31140	47,3	31140	0	31140	1	31140	5329,9
31150	4556	31150	47,7	31150	0	31150	1	31150	5329,9
31160	4557	31160	39,2	31160	0	31160	1	31160	5329,9
31170	4558	31170	26,2	31170	0	31170	1	31170	5329,9
31180	4559	31180	32,9	31180	0	31180	1	31180	5329,9
31190	4560	31190	46,9	31190	0	31190	1	31190	5329,9
31200	4561	31200	49,4	31200	0	31200	1	31200	5329,9
31210	4562	31210	42,3	31210	0	31210	1	31210	5329,9
31220	4563	31220	47,8	31220	0	31220	1	31220	5329,9
31230	4564	31230	47,4	31230	0	31230	1	31230	5329,9
31240	4565	31240	45,9	31240	0	31240	1	31240	5329,9
31250	4566	31250	53,2	31250	0	31250	1	31250	5329,9
31260	4567	31260	46,9	31260	0	31260	1	31260	5329,9
31270	4568	31270	47,4	31270	0	31270	1	31270	5329,9
31280	4569	31280	45,3	31280	0	31280	1	31280	5329,9
31290	4570	31290	47,9	31290	0	31290	1	31290	5329,9
31300	4571	31300	47,4	31300	0	31300	1	31300	5329,9
31310	4572	31310	49,3	31310	0	31310	1	31310	5329,9
31320	4573	31320	22,2	31320	0	31320	1	31320	5329,9
31330	4574	31330	27,2	31330	0	31330	1	31330	5329,9
31340	4575	31340	33,9	31340	0	31340	1	31340	5329,9
31350	4576	31350	42	31350	0	31350	1	31350	5329,9
31360	4577	31360	50,7	31360	0	31360	1	31360	5329,9
31370	4578	31370	49	31370	0	31370	1	31370	5329,9
31380	4579	31380	42,1	31380	0	31380	1	31380	5329,9
31390	4580	31390	48,8	31390	0	31390	1	31390	5329,9
31400	4581	31400	56,1	31400	0	31400	1	31400	5329,9
31410	4582	31410	41,8	31410	0	31410	1	31410	5329,9
31420	4583	31420	45,2	31420	0	31420	1	31420	5329,9
31430	4584	31430	51,1	31430	0	31430	1	31430	5329,9
31440	4585	31440	45,2	31440	0	31440	1	31440	5329,9
31450	4586	31450	44,2	31450	0	31450	1	31450	5329,9
31460	4587	31460	52,6	31460	0	31460	1	31460	5329,9
31470	4588	31470	46,9	31470	0	31470	1	31470	5329,9
31480	4589	31480	44,6	31480	0	31480	1	31480	5329,9
31490	4590	31490	46,4	31490	0	31490	1	31490	5329,9
31500	4591	31500	50,4	31500	0	31500	1	31500	5329,9
31510	4592	31510	50,4	31510	0	31510	1	31510	5329,9
31520	4593	31520	89,5	31520	0	31520	1	31520	5329,9
31530	4594	31530	58,6	31530	0	31530	1	31530	5329,9
31540	4595	31540	47,5	31540	0	31540	1	31540	5329,9
31550	4596	31550	41,9	31550	0	31550	1	31550	5329,9
31560	4597	31560	46,3	31560	0	31560	1	31560	5329,9
31570	4598	31570	64,7	31570	0	31570	1	31570	5329,9
31580	4599	31580	49,7	31580	0	31580	1	31580	5329,9
31590	4600	31590	47,6	31590	0	31590	3	31590	5329,9
31600	4601	31600	68,7	31600	0	31600	1	31600	5329,9
31610	4602	31610	50,9	31610	0	31610	1	31610	5329,9
31620	4603	31620	36,8	31620	0	31620	1	31620	5329,9
31630	4604	31630	43,8	31630	0	31630	1	31630	5329,9
31640	4605	31640	45,4	31640	0	31640	1	31640	5329,9
31650	4606	31650	45,2	31650	0	31650	1	31650	5329,9
31660	4607	31660	43,3	31660	0	31660	1	31660	5329,9
31670	4608	31670	39	31670	0	31670	1	31670	5329,9
31680	4609	31680	42,8	31680	0	31680	1	31680	5329,9
31690	4610	31690	45,4	31690	0	31690	1	31690	5329,9
31700	4611	31700	44,1	31700	0	31700	1	31700	5329,9
31710	4612	31710	42	31710	0	31710	1	31710	5329,9
31720	4613	31720	40,4	31720	0	31720	1	31720	5329,9
31730	4614	31730	45,3	31730	0	31730	1	31730	5329,9
31740	4615	31740	43,2	31740	0	31740	1	31740	5329,9
31750	4616	31750	39,8	31750	0	31750	1	31750	5329,9
31760	4617	31760	42,5	31760	0	31760	1	31760	5329,9
31770	4618	31770	41,1	31770	0	31770	1	31770	5329,9
31780	4619	31780	44,3	31780	0	31780	1	31780	5329,9
31790	4620	31790	53,2	31790	0	31790	1	31790	5329,9
31800	4621	31800	48,6	31800	0	31800	1	31800	5329,9
31810	4622	31810	49	31810	0	31810	1	31810	5329,9
31820	4623	31820	40,6	31820	0	31820	1	31820	5329,9
31830	4624	31830	44,9	31830	0	31830	1	31830	5329,9
31840	4625	31840	46,2	31840	0	31840	1	31840	5329,9
31850	4626	31850	38,5	31850	0	31850	1	31850	5329,9
31860	4627	31860	23,8	31860	0	31860	1	31860	5329,9
31870	4628	31870	25,1	31870	0	31870	1	31870	5329,9
