BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

61160	7557	61160	33,8	61160	0	61160	1	61160	5329,9
61170	7558	61170	26,9	61170	0	61170	1	61170	5329,9
61180	7559	61180	26,3	61180	0	61180	1	61180	5329,9
61190	7560	61190	44,3	61190	0	61190	1	61190	5329,9
61200	7561	61200	24,9	61200	0	61200	1	61200	5329,9
61210	7562	61210	26,1	61210	0	61210	1	61210	5329,9
61220	7563	61220	28	61220	0	61220	1	61220	5329,9
61230	7564	61230	45	61230	0	61230	1	61230	5329,9
61240	7565	61240	43,9	61240	0	61240	1	61240	5329,9
61250	7566	61250	44,4	61250	0	61250	1	61250	5329,9
61260	7567	61260	44,1	61260	0	61260	1	61260	5329,9
61270	7568	61270	47,6	61270	0	61270	1	61270	5329,9
61280	7569	61280	35,8	61280	0	61280	1	61280	5329,9
61290	7570	61290	51	61290	0	61290	1	61290	5329,9
61300	7571	61300	44,5	61300	0	61300	1	61300	5329,9
61310	7572	61310	50,7	61310	0	61310	1	61310	5329,9
61320	7573	61320	35,4	61320	0	61320	1	61320	5329,9
61330	7574	61330	39,7	61330	0	61330	1	61330	5329,9
61340	7575	61340	45,5	61340	0	61340	1	61340	5329,9
61350	7576	61350	49,9	61350	0	61350	1	61350	5329,9
61360	7577	61360	53,3	61360	0	61360	1	61360	5329,9
61370	7578	61370	41,9	61370	0	61370	1	61370	5329,9
61380	7579	61380	54,6	61380	0	61380	1	61380	5329,9
61390	7580	61390	53,3	61390	0	61390	1	61390	5329,9
61400	7581	61400	49,3	61400	0	61400	1	61400	5329,9
61410	7582	61410	40	61410	0	61410	1	61410	5329,9
61420	7583	61420	52,7	61420	0	61420	1	61420	5329,9
61430	7584	61430	53,7	61430	0	61430	1	61430	5329,9
61440	7585	61440	48,1	61440	0	61440	1	61440	5329,9
61450	7586	61450	51,5	61450	0	61450	1	61450	5329,9
61460	7587	61460	50,3	61460	0	61460	1	61460	5329,9
61470	7588	61470	52,2	61470	0	61470	1	61470	5329,9
61480	7589	61480	52,3	61480	0	61480	1	61480	5329,9
61490	7590	61490	56,7	61490	0	61490	1	61490	5329,9
61500	7591	61500	47,5	61500	0	61500	1	61500	5329,9
61510	7592	61510	39,6	61510	0	61510	1	61510	5329,9
61520	7593	61520	32,6	61520	0	61520	1	61520	5329,9
61530	7594	61530	30,5	61530	0	61530	1	61530	5329,9
61540	7595	61540	103,5	61540	0	61540	1	61540	5329,9
61550	7596	61550	38,2	61550	0	61550	1	61550	5329,9
61560	7597	61560	51,7	61560	0	61560	1	61560	5329,9
61570	7598	61570	36,5	61570	0	61570	1	61570	5329,9
61580	7599	61580	36,9	61580	0	61580	1	61580	5329,9
61590	7600	61590	25,4	61590	0	61590	3	61590	5329,9
61600	7601	61600	66,9	61600	0	61600	1	61600	5329,9
61610	7602	61610	51,5	61610	0	61610	1	61610	5329,9
61620	7603	61620	55,5	61620	0	61620	1	61620	5329,9
61630	7604	61630	34,8	61630	0	61630	1	61630	5329,9
61640	7605	61640	40,6	61640	0	61640	1	61640	5329,9
61650	7606	61650	48,5	61650	0	61650	1	61650	5329,9
61660	7607	61660	26,3	61660	0	61660	1	61660	5329,9
61670	7608	61670	32,4	61670	0	61670	1	61670	5329,9
61680	7609	61680	43,1	61680	0	61680	1	61680	5329,9
61690	7610	61690	47,4	61690	0	61690	1	61690	5329,9
61700	7611	61700	43	61700	0	61700	1	61700	5329,9
61710	7612	61710	43,4	61710	0	61710	1	61710	5329,9
61720	7613	61720	48,6	61720	0	61720	1	61720	5329,9
61730	7614	61730	46,2	61730	0	61730	1	61730	5329,9
61740	7615	61740	54,5	61740	0	61740	1	61740	5329,9
61750	7616	61750	53,5	61750	0	61750	1	61750	5329,9
61760	7617	61760	51,9	61760	0	61760	1	61760	5329,9
61770	7618	61770	52,5	61770	0	61770	1	61770	5329,9
61780	7619	61780	33,8	61780	0	61780	1	61780	5329,9
61790	7620	61790	50,1	61790	0	61790	1	61790	5329,9
61800	7621	61800	48,4	61800	0	61800	1	61800	5329,9
61810	7622	61810	51,7	61810	0	61810	1	61810	5329,9
61820	7623	61820	33,3	61820	0	61820	1	61820	5329,9
61830	7624	61830	33	61830	0	61830	1	61830	5329,9
61840	7625	61840	23,9	61840	0	61840	1	61840	5329,9
61850	7626	61850	34,3	61850	0	61850	1	61850	5329,9
61860	7627	61860	45,3	61860	0	61860	1	61860	5329,9
61870	7628	61870	42,9	61870	0	61870	1	61870	5329,9
61880	7629	61880	43,2	61880	0	61880	1	61880	5329,9
61890	7630	61890	47,9	61890	0	61890	1	61890	5329,9
61900	7631	61900	43,9	61900	0	61900	1	61900	5329,9
61910	7632	61910	31,1	61910	0	61910	1	61910	5329,9
61920	7633	61920	54,7	61920	0	61920	1	61920	5329,9
61930	7634	61930	57,6	61930	0	61930	1	61930	5329,9
61940	7635	61940	42,8	61940	0	61940	1	61940	5329,9
61950	7636	61950	43,8	61950	0	61950	1	61950	5329,9
61960	7637	61960	44	61960	0	61960	1	61960	5329,9
61970	7638	61970	52	61970	0	61970	1	61970	5329,9
61980	7639	61980	44,2	61980	0	61980	1	61980	5329,9
61990	7640	61990	43,6	61990	0	61990	1	61990	5329,9
62000	7641	62000	57,1	62000	0	62000	1	62000	5329,9
62010	7642	62010	47,4	62010	0	62010	1	62010	5329,9
62020	7643	62020	46,3	62020	0	62020	1	62020	5329,9
62030	7644	62030	56,4	62030	0	62030	1	62030	5329,9
62040	7645	62040	47,1	62040	0	62040	1	62040	5329,9
62050	7646	62050	41,2	62050	0	62050	1	62050	5329,9
62060	7647	62060	47,1	62060	0	62060	1	62060	5329,9
62070	7648	62070	44,1	62070	0	62070	1	62070	5329,9
62080	7649	62080	31,8	62080	0	62080	1	62080	5329,9
62090	7650	62090	47,1	62090	0	62090	1	62090	5329,9
62100	7651	62100	43,7	62100	0	62100	1	62100	5329,9
62110	7652	62110	45,4	62110	0	62110	1	62110	5329,9
62120	7653	62120	42,1	62120	0	62120	1	62120	5329,9
62130	7654	62130	41,8	62130	0	62130	1	62130	5329,9
62140	7655	62140	44,4	62140	0	62140	1	62140	5329,9
62150	7656	62150	47,9	62150	0	62150	1	62150	5329,9
62160	7657	62160	40,8	62160	0	62160	1	62160	5329,9
62170	7658	62170	47,8	62170	0	62170	1	62170	5329,9
62180	7659	62180	43,7	62180	0	62180	1	62180	5329,9
62190	7660	62190	41,6	62190	0	62190	1	62190	5329,9
62200	7661	62200	44	62200	0	62200	1	62200	5329,9
62210	7662	62210	49,1	62210	0	62210	1	62210	5329,9
62220	7663	62220	30,3	62220	0	62220	1	62220	5329,9
62230	7664	62230	49,7	62230	0	62230	1	62230	5329,9
62240	7665	62240	44,1	62240	0	62240	1	62240	5329,9
62250	7666	62250	44,2	62250	0	62250	1	62250	5329,9
62260	7667	62260	44,5	62260	0	62260	1	62260	5329,9
62270	7668	62270	46,8	62270	0	62270	1	62270	5329,9
62280	7669	62280	47,4	62280	0	62280	1	62280	5329,9
62290	7670	62290	54,9	62290	0	62290	1	62290	5329,9
62300	7671	62300	47,2	62300	0	62300	1	62300	5329,9
62310	7672	62310	37,8	62310	0	62310	1	62310	5329,9
62320	7673	62320	36	62320	0	62320	1	62320	5329,9
62330	7674	62330	25	62330	0	62330	1	62330	5329,9
62340	7675	62340	33,8	62340	0	62340	1	62340	5329,9
62350	7676	62350	45,1	62350	0	62350	1	62350	5329,9
62360	7677	62360	51	62360	0	62360	1	62360	5329,9
62370	7678	62370	25,1	62370	0	62370	1	62370	5329,9
62380	7679	62380	43	62380	0	62380	1	62380	5329,9
62390	7680	62390	40,9	62390	0	62390	1	62390	5329,9
62400	7681	62400	34	62400	0	62400	1	62400	5329,9
62410	7682	62410	54	62410	0	62410	1	62410	5329,9
62420	7683	62420	48,1	62420	0	62420	1	62420	5329,9
62430	7684	62430	51,4	62430	0	62430	1	62430	5329,9
62440	7685	62440	26,3	62440	0	62440	1	62440	5329,9
62450	7686	62450	23,9	62450	0	62450	1	62450	5329,9
62460	7687	62460	38	62460	0	62460	1	62460	5329,9
62470	7688	62470	28,3	62470	0	62470	1	62470	5329,9
62480	7689	62480	33,8	62480	0	62480	1	62480	5329,9
62490	7690	62490	45,1	62490	0	62490	1	62490	5329,9
62500	7691	62500	45,5	62500	0	62500	1	62500	5329,9
62510	7692	62510	48	62510	0	62510	1	62510	5329,9
62520	7693	62520	38,9	62520	0	62520	1	62520	5329,9
62530	7694	62530	50,9	62530	0	62530	1	62530	5329,9
62540	7695	62540	49,2	62540	0	62540	1	62540	5329,9
62550	7696	62550	31,5	62550	0	62550	1	62550	5329,9
62560	7697	62560	48,6	62560	0	62560	1	62560	5329,9
62570	7698	62570	32,7	62570	0	62570	1	62570	5329,9
62580	7699	62580	46,6	62580	0	62580	1	62580	5329,9
62590	7700	62590	44,7	62590	0	62590	3	62590	5329,9
62600	7701	62600	58,3	62600	0	62600	1	62600	5329,9
62610	7702	62610	35,2	62610	0	62610	1	62610	5329,9
62620	7703	62620	22,8	62620	0	62620	1	62620	5329,9
62630	7704	62630	46,1	62630	0	62630	1	62630	5329,9
62640	7705	62640	55,2	62640	0	62640	1	62640	5329,9
62650	7706	62650	47,8	62650	0	62650	1	62650	5329,9
62660	7707	62660	25,4	62660	0	62660	1	62660	5329,9
62670	7708	62670	47	62670	0	62670	1	62670	5329,9
62680	7709	62680	47,6	62680	0	62680	1	62680	5329,9
62690	7710	62690	48,7	62690	0	62690	1	62690	5329,9
62700	7711	62700	43	62700	0	62700	1	62700	5329,9
62710	7712	62710	48,4	62710	0	62710	1	62710	5329,9
62720	7713	62720	50,4	62720	0	62720	1	62720	5329,9
62730	7714	62730	37,5	62730	0	62730	1	62730	5329,9
62740	7715	62740	38,4	62740	0	62740	1	62740	5329,9
62750	7716	62750	41,7	62750	0	62750	1	62750	5329,9
62760	7717	62760	48,9	62760	0	62760	1	62760	5329,9
62770	7718	62770	43,7	62770	0	62770	1	62770	5329,9
62780	7719	62780	51,8	62780	0	62780	1	62780	5329,9
62790	7720	62790	40,6	62790	0	62790	1	62790	5329,9
62800	7721	62800	40,7	62800	0	62800	1	62800	5329,9
62810	7722	62810	36,6	62810	0	62810	3	62810	5329,9
62820	7723	62820	60,8	62820	0	62820	1	62820	5329,9
62830	7724	62830	47,2	62830	0	62830	1	62830	5329,9
62840	7725	62840	42,6	62840	0	62840	1	62840	5329,9
62850	7726	62850	49	62850	0	62850	1	62850	5329,9
62860	7727	62860	48,6	62860	0	62860	1	62860	5329,9
62870	7728	62870	39,3	62870	0	62870	1	62870	5329,9
62880	7729	62880	45,3	62880	0	62880	1	62880	5329,9
62890	7730	62890	45,3	62890	0	62890	1	62890	5329,9
62900	7731	62900	45,6	62900	0	62900	1	62900	5329,9
62910	7732	62910	52,4	62910	0	62910	1	62910	5329,9
62920	7733	62920	51,5	62920	0	62920	1	62920	5329,9
62930	7734	62930	53,6	62930	0	62930	1	62930	5329,9
62940	7735	62940	45,5	62940	0	62940	1	62940	5329,9
62950	7736	62950	35,2	62950	0	62950	1	62950	5329,9
62960	7737	62960	36,4	62960	0	62960	1	62960	5329,9
62970	7738	62970	30,2	62970	0	62970	1	62970	5329,9
62980	7739	62980	46,1	62980	0	62980	1	62980	5329,9
62990	7740	62990	44,8	62990	0	62990	1	62990	5329,9
63000	7741	63000	37,5	63000	0	63000	1	63000	5329,9
63010	7742	63010	33,8	63010	0	63010	1	63010	5329,9
63020	7743	63020	35,8	63020	0	63020	1	63020	5329,9
63030	7744	63030	47,2	63030	0	63030	1	63030	5329,9
63040	7745	63040	46,9	63040	0	63040	1	63040	5329,9
63050	7746	63050	28,5	63050	0	63050	1	63050	5329,9
63060	7747	63060	39,3	63060	0	63060	1	63060	5329,9
63070	7748	63070	38,5	63070	0	63070	1	63070	5329,9
63080	7749	63080	30,1	63080	0	63080	1	63080	5329,9
63090	7750	63090	37,2	63090	0	63090	1	63090	5329,9
63100	7751	63100	40,2	63100	0	63100	1	63100	5329,9
63110	7752	63110	35,1	63110	0	63110	1	63110	5329,9
63120	7753	63120	34,9	63120	0	63120	1	63120	5329,9
63130	7754	63130	34	63130	0	63130	1	63130	5329,9
63140	7755	63140	39	63140	0	63140	1	63140	5329,9
63150	7756	63150	31	63150	0	63150	1	63150	5329,9
63160	7757	63160	23,8	63160	0	63160	1	63160	5329,9
63170	7758	63170	41,1	63170	0	63170	1	63170	5329,9
63180	7759	63180	45,3	63180	0	63180	1	63180	5329,9
63190	7760	63190	44,2	63190	0	63190	1	63190	5329,9
63200	7761	63200	45,9	63200	0	63200	1	63200	5329,9
63210	7762	63210	43,6	63210	0	63210	1	63210	5329,9
63220	7763	63220	46,3	63220	0	63220	1	63220	5329,9
63230	7764	63230	53,1	63230	0	63230	1	63230	5329,9
63240	7765	63240	42,6	63240	0	63240	1	63240	5329,9
63250	7766	63250	25,2	63250	0	63250	1	63250	5329,9
63260	7767	63260	28,7	63260	0	63260	1	63260	5329,9
63270	7768	63270	50,1	63270	0	63270	1	63270	5329,9
63280	7769	63280	36	63280	0	63280	1	63280	5329,9
63290	7770	63290	41,6	63290	0	63290	1	63290	5329,9
63300	7771	63300	42	63300	0	63300	1	63300	5329,9
63310	7772	63310	40,8	63310	0	63310	1	63310	5329,9
63320	7773	63320	42,5	63320	0	63320	1	63320	5329,9
63330	7774	63330	45	63330	0	63330	1	63330	5329,9
63340	7775	63340	37,9	63340	0	63340	1	63340	5329,9
63350	7776	63350	37,1	63350	0	63350	1	63350	5329,9
63360	7777	63360	40,8	63360	0	63360	1	63360	5329,9
63370	7778	63370	45,8	63370	0	63370	1	63370	5329,9
63380	7779	63380	47,4	63380	0	63380	1	63380	5329,9
63390	7780	63390	48,7	63390	0	63390	1	63390	5329,9
63400	7781	63400	54,9	63400	0	63400	1	63400	5329,9
63410	7782	63410	49,1	63410	0	63410	1	63410	5329,9
63420	7783	63420	28,3	63420	0	63420	1	63420	5329,9
63430	7784	63430	49	63430	0	63430	1	63430	5329,9
63440	7785	63440	45,3	63440	0	63440	1	63440	5329,9
63450	7786	63450	42,2	63450	0	63450	1	63450	5329,9
63460	7787	63460	50,8	63460	0	63460	1	63460	5329,9
63470	7788	63470	52,4	63470	0	63470	1	63470	5329,9
63480	7789	63480	41,7	63480	0	63480	1	63480	5329,9
63490	7790	63490	56,1	63490	0	63490	1	63490	5329,9
63500	7791	63500	40,8	63500	0	63500	1	63500	5329,9
63510	7792	63510	38	63510	0	63510	1	63510	5329,9
63520	7793	63520	37,5	63520	0	63520	1	63520	5329,9
63530	7794	63530	38,3	63530	0	63530	1	63530	5329,9
63540	7795	63540	38,2	63540	0	63540	1	63540	5329,9
63550	7796	63550	47,7	63550	0	63550	1	63550	5329,9
63560	7797	63560	40,3	63560	0	63560	1	63560	5329,9
63570	7798	63570	41,5	63570	0	63570	1	63570	5329,9
63580	7799	63580	41	63580	0	63580	1	63580	5329,9
63590	7800	63590	47,6	63590	0	63590	3	63590	5329,9
63600	7801	63600	66,4	63600	0	63600	1	63600	5329,9
63610	7802	63610	42,6	63610	0	63610	1	63610	5329,9
63620	7803	63620	38,5	63620	0	63620	1	63620	5329,9
63630	7804	63630	47,5	63630	0	63630	1	63630	5329,9
63640	7805	63640	40,5	63640	0	63640	1	63640	5329,9
63650	7806	63650	45,2	63650	0	63650	1	63650	5329,9
63660	7807	63660	43,1	63660	0	63660	1	63660	5329,9
63670	7808	63670	46,9	63670	0	63670	1	63670	5329,9
63680	7809	63680	47,2	63680	0	63680	1	63680	5329,9
63690	7810	63690	47,6	63690	0	63690	1	63690	5329,9
63700	7811	63700	42,7	63700	0	63700	1	63700	5329,9
63710	7812	63710	50,9	63710	0	63710	1	63710	5329,9
63720	7813	63720	47,9	63720	0	63720	1	63720	5329,9
63730	7814	63730	42,3	63730	0	63730	1	63730	5329,9
63740	7815	63740	55	63740	0	63740	1	63740	5329,9
63750	7816	63750	28,7	63750	0	63750	1	63750	5329,9
63760	7817	63760	38,4	63760	0	63760	1	63760	5329,9
63770	7818	63770	38,9	63770	0	63770	1	63770	5329,9
63780	7819	63780	40,1	63780	0	63780	1	63780	5329,9
63790	7820	63790	42,3	63790	0	63790	1	63790	5329,9
63800	7821	63800	41,9	63800	0	63800	1	63800	5329,9
63810	7822	63810	41,6	63810	0	63810	1	63810	5329,9
63820	7823	63820	40,8	63820	0	63820	1	63820	5329,9
63830	7824	63830	46,5	63830	0	63830	1	63830	5329,9
63840	7825	63840	40,1	63840	0	63840	1	63840	5329,9
63850	7826	63850	38,4	63850	0	63850	1	63850	5329,9
63860	7827	63860	46,5	63860	0	63860	1	63860	5329,9
63870	7828	63870	58,2	63870	0	63870	1	63870	5329,9
63880	7829	63880	41,9	63880	0	63880	1	63880	5329,9
63890	7830	63890	43,4	63890	0	63890	1	63890	5329,9
63900	7831	63900	42,4	63900	0	63900	1	63900	5329,9
63910	7832	63910	44,1	63910	0	63910	1	63910	5329,9
63920	7833	63920	43	63920	0	63920	1	63920	5329,9
63930	7834	63930	44,8	63930	0	63930	1	63930	5329,9
63940	7835	63940	40,5	63940	0	63940	1	63940	5329,9
63950	7836	63950	43,3	63950	0	63950	1	63950	5329,9
63960	7837	63960	40,1	63960	0	63960	1	63960	5329,9
63970	7838	63970	40,5	63970	0	63970	1	63970	5329,9
63980	7839	63980	24,5	63980	0	63980	1	63980	5329,9
63990	7840	63990	50,4	63990	0	63990	1	63990	5329,9
64000	7841	64000	43,1	64000	0	64000	1	64000	5329,9
64010	7842	64010	43,4	64010	0	64010	1	64010	5329,9
64020	7843	64020	44,5	64020	0	64020	1	64020	5329,9
64030	7844	64030	49,5	64030	0	64030	1	64030	5329,9
64040	7845	64040	47,5	64040	0	64040	1	64040	5329,9
64050	7846	64050	44,1	64050	0	64050	1	64050	5329,9
64060	7847	64060	48,5	64060	0	64060	1	64060	5329,9
64070	7848	64070	51,3	64070	0	64070	1	64070	5329,9
64080	7849	64080	42,6	64080	0	64080	1	64080	5329,9
64090	7850	64090	29,3	64090	0	64090	1	64090	5329,9
64100	7851	64100	40,5	64100	0	64100	1	64100	5329,9
64110	7852	64110	32	64110	0	64110	1	64110	5329,9
64120	7853	64120	42,4	64120	0	64120	1	64120	5329,9
64130	7854	64130	41,2	64130	0	64130	1	64130	5329,9
64140	7855	64140	41,6	64140	0	64140	1	64140	5329,9
64150	7856	64150	56,5	64150	0	64150	1	64150	5329,9
64160	7857	64160	41,7	64160	0	64160	1	64160	5329,9
64170	7858	64170	40	64170	0	64170	1	64170	5329,9
64180	7859	64180	36,8	64180	0	64180	1	64180	5329,9
64190	7860	64190	57,6	64190	0	64190	1	64190	5329,9
64200	7861	64200	39,8	64200	0	64200	1	64200	5329,9
64210	7862	64210	41,4	64210	0	64210	1	64210	5329,9
64220	7863	64220	38,1	64220	0	64220	1	64220	5329,9
64230	7864	64230	41,2	64230	0	64230	1	64230	5329,9
64240	7865	64240	47,4	64240	0	64240	1	64240	5329,9
64250	7866	64250	50,4	64250	0	64250	1	64250	5329,9
64260	7867	64260	49	64260	0	64260	1	64260	5329,9
64270	7868	64270	44,5	64270	0	64270	1	64270	5329,9
64280	7869	64280	42,7	64280	0	64280	1	64280	5329,9
64290	7870	64290	45,5	64290	0	64290	1	64290	5329,9
64300	7871	64300	41	64300	0	64300	1	64300	5329,9
64310	7872	64310	64,7	64310	0	64310	1	64310	5329,9
64320	7873	64320	36,7	64320	0	64320	1	64320	5329,9
64330	7874	64330	41,6	64330	0	64330	1	64330	5329,9
64340	7875	64340	43,9	64340	0	64340	1	64340	5329,9
64350	7876	64350	46,4	64350	0	64350	1	64350	5329,9
64360	7877	64360	48,5	64360	0	64360	1	64360	5329,9
64370	7878	64370	42,2	64370	0	64370	1	64370	5329,9
64380	7879	64380	42,2	64380	0	64380	1	64380	5329,9
64390	7880	64390	43,9	64390	0	64390	1	64390	5329,9
64400	7881	64400	40	64400	0	64400	1	64400	5329,9
64410	7882	64410	46,5	64410	0	64410	1	64410	5329,9
64420	7883	64420	42,8	64420	0	64420	1	64420	5329,9
64430	7884	64430	38,3	64430	0	64430	1	64430	5329,9
64440	7885	64440	42,3	64440	0	64440	1	64440	5329,9
64450	7886	64450	40,5	64450	0	64450	1	64450	5329,9
64460	7887	64460	50	64460	0	64460	1	64460	5329,9
64470	7888	64470	53,3	64470	0	64470	1	64470	5329,9
64480	7889	64480	57,2	64480	0	64480	1	64480	5329,9
64490	7890	64490	38	64490	0	64490	1	64490	5329,9
64500	7891	64500	23,5	64500	0	64500	1	64500	5329,9
64510	7892	64510	40,3	64510	0	64510	1	64510	5329,9
64520	7893	64520	25,1	64520	0	64520	1	64520	5329,9
64530	7894	64530	33	64530	0	64530	1	64530	5329,9
64540	7895	64540	50,5	64540	0	64540	1	64540	5329,9
64550	7896	64550	41,1	64550	0	64550	1	64550	5329,9
64560	7897	64560	39,7	64560	0	64560	1	64560	5329,9
64570	7898	64570	43,6	64570	0	64570	1	64570	5329,9
64580	7899	64580	46,3	64580	0	64580	1	64580	5329,9
64590	7900	64590	44,3	64590	0	64590	3	64590	5329,9
64600	7901	64600	77,6	64600	0	64600	1	64600	5329,9
64610	7902	64610	41,1	64610	0	64610	1	64610	5329,9
64620	7903	64620	44	64620	0	64620	1	64620	5329,9
64630	7904	64630	44,1	64630	0	64630	1	64630	5329,9
64640	7905	64640	23	64640	0	64640	1	64640	5329,9
64650	7906	64650	41,4	64650	0	64650	1	64650	5329,9
64660	7907	64660	40,7	64660	0	64660	1	64660	5329,9
64670	7908	64670	40,2	64670	0	64670	1	64670	5329,9
64680	7909	64680	41,7	64680	0	64680	1	64680	5329,9
64690	7910	64690	49,9	64690	0	64690	1	64690	5329,9
64700	7911	64700	26,2	64700	0	64700	1	64700	5329,9
64710	7912	64710	26,5	64710	0	64710	1	64710	5329,9
64720	7913	64720	30,6	64720	0	64720	1	64720	5329,9
64730	7914	64730	48,2	64730	0	64730	1	64730	5329,9
64740	7915	64740	56,4	64740	0	64740	1	64740	5329,9
64750	7916	64750	44,3	64750	0	64750	1	64750	5329,9
64760	7917	64760	32	64760	0	64760	1	64760	5329,9
64770	7918	64770	55	64770	0	64770	1	64770	5329,9
64780	7919	64780	26,4	64780	0	64780	1	64780	5329,9
64790	7920	64790	34,8	64790	0	64790	1	64790	5329,9
64800	7921	64800	25,4	64800	0	64800	1	64800	5329,9
64810	7922	64810	39,1	64810	0	64810	1	64810	5329,9
64820	7923	64820	39,5	64820	0	64820	1	64820	5329,9
64830	7924	64830	41,9	64830	0	64830	1	64830	5329,9
64840	7925	64840	33,5	64840	0	64840	1	64840	5329,9
64850	7926	64850	40,2	64850	0	64850	1	64850	5329,9
64860	7927	64860	30,6	64860	0	64860	1	64860	5329,9
64870	7928	64870	44,5	64870	0	64870	1	64870	5329,9
64880	7929	64880	46,8	64880	0	64880	1	64880	5329,9
64890	7930	64890	44,2	64890	0	64890	1	64890	5329,9
64900	7931	64900	46	64900	0	64900	1	64900	5329,9
64910	7932	64910	49,8	64910	0	64910	1	64910	5329,9
64920	7933	64920	45	64920	0	64920	1	64920	5329,9
64930	7934	64930	46,5	64930	0	64930	1	64930	5329,9
64940	7935	64940	43,6	64940	0	64940	1	64940	5329,9
64950	7936	64950	57,4	64950	0	64950	1	64950	5329,9
64960	7937	64960	39,4	64960	0	64960	1	64960	5329,9
64970	7938	64970	42,1	64970	0	64970	1	64970	5329,9
64980	7939	64980	57,4	64980	0	64980	1	64980	5329,9
64990	7940	64990	41,8	64990	0	64990	1	64990	5329,9
65000	7941	65000	38,3	65000	0	65000	1	65000	5329,9
65010	7942	65010	38,5	65010	0	65010	1	65010	5329,9
65020	7943	65020	40,7	65020	0	65020	1	65020	5329,9
65030	7944	65030	40,4	65030	0	65030	1	65030	5329,9
65040	7945	65040	50,1	65040	0	65040	1	65040	5329,9
65050	7946	65050	47,3	65050	0	65050	1	65050	5329,9
65060	7947	65060	23,9	65060	0	65060	1	65060	5329,9
65070	7948	65070	42,2	65070	0	65070	1	65070	5329,9
65080	7949	65080	25,5	65080	0	65080	1	65080	5329,9
65090	7950	65090	23,4	65090	0	65090	1	65090	5329,9
65100	7951	65100	36,4	65100	0	65100	1	65100	5329,9
65110	7952	65110	40,2	65110	0	65110	1	65110	5329,9
65120	7953	65120	36,1	65120	0	65120	1	65120	5329,9
65130	7954	65130	27	65130	0	65130	1	65130	5329,9
65140	7955	65140	31,6	65140	0	65140	1	65140	5329,9
65150	7956	65150	36,1	65150	0	65150	1	65150	5329,9
65160	7957	65160	40,2	65160	0	65160	1	65160	5329,9
65170	7958	65170	34,6	65170	0	65170	1	65170	5329,9
65180	7959	65180	25,5	65180	0	65180	1	65180	5329,9
65190	7960	65190	45,2	65190	0	65190	1	65190	5329,9
65200	7961	65200	42	65200	0	65200	1	65200	5329,9
65210	7962	65210	26,4	65210	0	65210	1	65210	5329,9
65220	7963	65220	26	65220	0	65220	1	65220	5329,9
65230	7964	65230	40,3	65230	0	65230	1	65230	5329,9
65240	7965	65240	39,2	65240	0	65240	1	65240	5329,9
65250	7966	65250	35,3	65250	0	65250	1	65250	5329,9
65260	7967	65260	41,4	65260	0	65260	1	65260	5329,9
65270	7968	65270	47,3	65270	0	65270	1	65270	5329,9
65280	7969	65280	26,1	65280	0	65280	1	65280	5329,9
65290	7970	65290	27,5	65290	0	65290	1	65290	5329,9
65300	7971	65300	47,1	65300	0	65300	1	65300	5329,9
65310	7972	65310	41,5	65310	0	65310	1	65310	5329,9
65320	7973	65320	42,1	65320	0	65320	1	65320	5329,9
65330	7974	65330	43,8	65330	0	65330	1	65330	5329,9
65340	7975	65340	40,5	65340	0	65340	1	65340	5329,9
65350	7976	65350	46,7	65350	0	65350	1	65350	5329,9
65360	7977	65360	47,3	65360	0	65360	1	65360	5329,9
65370	7978	65370	42,1	65370	0	65370	1	65370	5329,9
65380	7979	65380	40,3	65380	0	65380	1	65380	5329,9
65390	7980	65390	39,9	65390	0	65390	1	65390	5329,9
65400	7981	65400	40,8	65400	0	65400	1	65400	5329,9
65410	7982	65410	32,8	65410	0	65410	1	65410	5329,9
65420	7983	65420	40,3	65420	0	65420	1	65420	5329,9
65430	7984	65430	42,8	65430	0	65430	1	65430	5329,9
65440	7985	65440	40,8	65440	0	65440	1	65440	5329,9
65450	7986	65450	46,9	65450	0	65450	1	65450	5329,9
65460	7987	65460	53,9	65460	0	65460	1	65460	5329,9
65470	7988	65470	45,3	65470	0	65470	1	65470	5329,9
65480	7989	65480	26	65480	0	65480	1	65480	5329,9
65490	7990	65490	51,2	65490	0	65490	1	65490	5329,9
65500	7991	65500	40,5	65500	0	65500	1	65500	5329,9
65510	7992	65510	46,3	65510	0	65510	1	65510	5329,9
65520	7993	65520	50,7	65520	0	65520	1	65520	5329,9
65530	7994	65530	43,1	65530	0	65530	1	65530	5329,9
65540	7995	65540	47,9	65540	0	65540	1	65540	5329,9
65550	7996	65550	44,4	65550	0	65550	1	65550	5329,9
65560	7997	65560	43	65560	0	65560	1	65560	5329,9
65570	7998	65570	25,4	65570	0	65570	1	65570	5329,9
65580	7999	65580	42,9	65580	0	65580	1	65580	5329,9
65590	8000	65590	40,9	65590	0	65590	3	65590	5329,9
65600	8001	65600	66	65600	0	65600	1	65600	5329,9
65610	8002	65610	42,9	65610	0	65610	1	65610	5329,9
65620	8003	65620	47,9	65620	0	65620	1	65620	5329,9
